time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,5.57,86.9,0.0,10000,VFR
1.0,19.0,5.22,89.1,0.0,10000,VFR
2.0,20.0,4.87,91.3,0.0,10000,VFR
3.0,21.0,4.52,93.5,0.0,10000,VFR
4.0,22.0,4.17,95.9,0.0,10000,VFR
5.0,23.0,3.82,98.3,0.0,10000,VFR
6.0,0.0,3.53,100.0,0.0164,2090,VFR
7.0,1.0,3.35,100.0,0.0636,867,VFR
8.0,2.0,3.17,100.0,0.0828,730,MVFR
9.0,3.0,3.03,100.0,0.0834,727,MVFR
10.0,4.0,2.88,100.0,0.0824,732,MVFR
11.0,5.0,2.74,100.0,0.0818,736,MVFR
12.0,6.0,2.6,100.0,0.0814,739,MVFR
